area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Botany North,House,5+,15,6,39,1112,920,950,1375,266,3.87,6.9897,0.226,932,1264
Botany North,House,NA,6,3,12,858,755,935,973,248,3.67,6.7108,0.3405,653,1033
Burswood,House,2,6,0,9,603,605,620,628,42,4,6.4003,0.0739,573,633
Burswood,House,3,30,27,99,712,670,725,750,60,3.94,6.5646,0.0849,670,751
Burswood,House,NA,6,6,9,655,628,640,668,45,4,6.4829,0.0672,625,684
Cockle Bay,House,1,12,6,12,628,510,600,720,149,3.93,6.4191,0.2255,527,714
Cockle Bay,House,2,21,12,45,601,555,590,665,79,3.6,6.3905,0.1307,546,651
Cockle Bay,House,3,15,21,54,719,690,730,740,78,3.76,6.5722,0.1084,665,769
Cockle Bay,House,4,9,6,36,868,800,850,935,132,3.92,6.7554,0.1515,775,951
Cockle Bay,House,NA,6,3,9,788,698,775,823,150,4,6.6557,0.1821,687,879
Dingwall,Flat,2,12,9,42,550,561,590,629,166,3.72,6.2072,0.603,330,745
Dingwall,House,1,12,0,12,662,633,670,694,82,4,6.4872,0.1295,602,717
Dingwall,House,2,9,12,39,469,440,541,575,180,3.88,6.0232,0.6264,271,630
Dingwall,House,3,33,30,117,710,685,710,750,58,4.02,6.5618,0.0865,667,750
Dingwall,House,4,21,18,51,760,700,780,813,85,4,6.627,0.1174,698,817
Dingwall,House,5+,6,3,9,931,786,975,1120,265,3.68,6.8025,0.3099,730,1109
Dingwall,House,NA,15,9,36,721,688,750,813,200,3.96,6.5181,0.4284,507,904
East Tamaki,Apartment,2,9,6,18,560,518,550,610,57,3.69,6.3235,0.102,520,597
Golflands,House,2,9,6,12,616,585,650,650,50,3.71,6.4198,0.0843,580,650
Golflands,House,3,15,21,81,748,700,750,780,58,3.66,6.6152,0.0774,708,786
Golflands,House,4,21,18,63,840,828,850,888,83,3.79,6.7282,0.1135,774,902
Golflands,House,5+,9,6,18,922,900,960,998,109,3.89,6.82,0.1289,840,999
Golflands,House,NA,15,6,30,772,740,795,900,186,3.98,6.6108,0.3102,603,916
Grange,House,1,6,3,6,763,689,700,774,146,4,6.6242,0.1769,668,849
Grange,House,3,21,27,63,657,610,700,740,120,4,6.4696,0.2031,563,740
Grange,House,NA,15,12,15,657,615,680,728,118,4,6.4701,0.2028,563,740
Harania North,House,1,6,0,3,630,479,595,746,212,3.83,6.4037,0.3336,482,757
Harania South,House,2,15,12,30,590,600,600,600,69,3.67,6.3731,0.1241,539,637
Harania South,House,3,24,24,90,663,635,660,685,52,3.87,6.4937,0.0782,627,697
Harania South,House,NA,42,3,51,634,600,620,668,69,3.99,6.4454,0.1116,584,679
Highland Park (Auckland),Flat,2,6,3,27,565,540,550,593,46,3.93,6.334,0.0814,533,595
Highland Park (Auckland),House,2,21,18,78,568,540,580,600,66,3.8,6.335,0.1234,519,613
Highland Park (Auckland),House,3,63,69,231,666,650,670,710,89,3.95,6.4861,0.2021,572,752
Highland Park (Auckland),House,4,30,24,78,869,794,820,850,342,3.68,6.7303,0.2372,714,983
Highland Park (Auckland),House,NA,27,9,39,723,660,720,815,107,4,6.5724,0.1534,645,793
Howick Central,Apartment,1,6,21,6,267,147,298,347,116,3.97,5.4862,0.4986,172,338
Howick Central,Apartment,2,9,18,18,542,533,550,570,63,4,6.2892,0.124,495,586
Howick Central,Flat,1,6,9,21,399,372,423,450,70,4,5.977,0.188,347,448
Howick Central,House,1,9,3,12,608,580,630,650,82,4.18,6.4017,0.1417,548,663
Howick Central,House,2,18,24,51,645,585,630,695,94,3.92,6.4599,0.1402,581,702
Howick Central,House,3,54,51,120,690,660,700,740,91,3.94,6.5247,0.1667,609,763
Howick Central,House,4,15,21,57,815,800,820,850,70,3.94,6.6994,0.0913,763,863
Howick Central,House,5+,6,9,6,989,919,953,1023,113,3.77,6.8918,0.1097,914,1060
Howick Central,House,NA,39,12,45,766,680,750,838,184,3.98,6.6024,0.3179,595,913
Howick East,Apartment,2,12,6,24,627,598,630,663,46,3.73,6.4385,0.0751,595,658
Howick East,Flat,2,9,3,42,600,590,595,620,73,3.64,6.3904,0.1214,549,647
Howick East,House,1,12,0,12,670,623,670,700,97,4,6.4979,0.1452,602,732
Howick East,House,2,39,30,90,622,575,620,645,108,3.54,6.4173,0.1867,540,695
Howick East,House,3,48,48,138,699,669,700,726,79,3.79,6.5436,0.1042,648,745
Howick East,House,4,18,24,57,793,750,800,840,80,3.86,6.6703,0.1021,736,845
Howick East,House,5+,6,6,12,873,865,885,898,69,4,6.7696,0.082,824,920
Howick East,House,NA,33,15,45,750,650,725,825,121,4.03,6.6079,0.1603,665,826
Howick West,Flat,2,6,6,27,573,533,595,635,90,3.72,6.34,0.1667,507,634
Howick West,House,1,9,6,15,641,485,580,825,195,3.9,6.4225,0.297,504,752
Howick West,House,2,27,18,63,609,550,600,650,106,3.75,6.3987,0.1679,537,673
Howick West,House,3,33,33,108,711,650,750,760,124,3.84,6.5485,0.2049,608,802
Howick West,House,4,27,24,69,810,750,795,870,149,3.9,6.6778,0.2128,688,917
Howick West,House,5+,6,9,21,899,864,915,950,65,4,6.799,0.0734,854,942
Howick West,House,NA,27,12,42,700,640,675,770,130,4,6.5351,0.1865,607,781
Huntington Park,Apartment,2,24,21,60,607,591,600,628,32,3.9,6.4077,0.0526,585,628
Huntington Park,House,2,9,15,24,620,600,620,620,31,4,6.4287,0.0479,600,640
Huntington Park,House,3,15,18,63,710,690,730,750,55,4,6.5622,0.0824,670,748
Huntington Park,House,4,15,15,42,831,813,825,845,42,3.88,6.7215,0.0497,803,858
Huntington Park,House,NA,9,3,24,681,615,690,738,94,3.71,6.5155,0.1396,615,742
Mangere Central,House,2,15,9,24,640,580,600,650,102,4,6.4505,0.1501,572,700
Mangere Central,House,3,18,21,78,696,650,693,743,82,3.89,6.5383,0.1149,640,747
Mangere Central,House,4,6,3,21,751,713,730,808,65,4,6.6181,0.0854,707,793
Mangere Central,House,5+,9,3,15,589,194,675,900,400,3.73,6.1039,0.8585,251,799
Mangere Central,House,NA,21,9,27,621,600,615,680,118,4,6.4025,0.2876,497,733
Mangere East,House,1,6,0,6,653,573,640,720,107,3.08,6.4708,0.1628,579,721
Mangere East,House,2,18,15,45,581,519,570,620,102,3.76,6.3504,0.1739,509,644
Mangere East,House,3,24,36,126,694,650,690,734,68,3.97,6.5381,0.098,647,738
Mangere East,House,4,15,9,39,765,730,795,800,63,3.88,6.637,0.0875,719,809
Mangere East,House,NA,42,15,57,637,600,620,720,122,4.01,6.4373,0.2109,542,720
Mangere Mascot,House,1,6,3,6,360,153,180,629,295,4,5.5753,0.845,149,466
Mangere Mascot,House,2,12,9,24,597,544,600,620,76,3.59,6.3845,0.1206,546,643
Mangere Mascot,House,3,15,21,69,660,610,650,720,81,3.88,6.4849,0.1255,602,713
Mangere Mascot,House,NA,27,12,36,641,598,635,680,137,3.97,6.4179,0.3851,473,794
Mangere South,Apartment,2,6,3,9,550,500,500,550,100,3,6.2987,0.1682,486,609
Mangere South,Flat,2,6,3,12,549,528,538,559,36,3.72,6.3061,0.0635,525,572
Mangere South,House,3,18,9,63,613,625,680,710,201,3.88,6.3288,0.5127,397,792
Mangere South,House,4,9,9,39,777,748,800,815,63,4,6.6526,0.0844,732,820
Mangere South,House,NA,12,3,18,709,679,700,790,108,4,6.5508,0.1747,622,787
Mangere South East,House,2,6,3,15,636,544,560,653,177,4,6.4303,0.2503,524,734
Mangere South East,House,3,12,9,57,597,556,590,673,88,3.9,6.3809,0.1604,530,658
Mangere South East,House,4,9,9,36,801,780,830,835,54,3.73,6.6844,0.0698,763,838
Mangere South East,House,NA,12,6,24,749,650,695,785,210,3.93,6.5903,0.239,620,855
Massey Road North,Apartment,1,15,15,51,288,88,380,410,170,3.43,5.4196,0.8002,132,387
Massey Road North,Flat,2,9,6,36,486,470,480,510,30,4,6.1835,0.0636,464,506
Massey Road North,House,1,21,3,24,529,390,480,593,166,3.84,6.2299,0.285,419,615
Massey Road North,House,2,24,15,45,480,390,440,564,99,3.81,6.1537,0.2001,411,538
Massey Road North,House,3,27,21,96,656,620,650,720,96,3.77,6.4741,0.1704,578,727
Massey Road North,House,4,6,9,33,699,708,790,850,257,3.63,6.4452,0.5837,425,933
Massey Road North,House,5+,6,3,9,845,787,1043,1100,437,4,6.5417,0.8508,391,1231
Massey Road North,House,NA,33,12,54,567,490,550,665,133,4,6.3108,0.2506,465,652
Massey Road North,Room,1,15,9,42,387,380,380,390,12,3.92,5.9571,0.0299,379,394
Massey Road South,Flat,2,6,0,15,732,705,725,760,32,4,6.5945,0.0433,710,753
Massey Road South,House,1,6,3,3,749,688,748,809,90,4,6.6129,0.1212,686,808
Massey Road South,House,3,6,3,42,683,630,685,731,67,4,6.5225,0.0984,637,727
Massey Road South,House,4,6,6,15,769,734,753,783,52,4,6.6428,0.066,734,802
Massey Road South,House,NA,12,6,21,708,680,710,750,103,4,6.5494,0.1733,622,785
Massey Road West,Flat,2,21,9,54,534,470,550,595,77,3.77,6.2708,0.146,479,584
Massey Road West,House,1,6,0,15,631,571,650,665,62,4,6.4425,0.0988,587,671
Massey Road West,House,2,21,15,87,592,570,590,650,103,4,6.3629,0.229,497,677
Massey Road West,House,3,27,18,93,678,650,678,703,61,3.9,6.5146,0.0943,633,719
Massey Road West,House,4,6,3,30,733,695,745,765,44,4,6.5961,0.0603,703,763
Massey Road West,House,NA,33,21,51,633,593,670,720,180,4,6.3789,0.4497,435,798
Mellons Bay,House,1,6,3,12,689,653,763,799,183,4,6.5022,0.3113,540,822
Mellons Bay,House,2,9,3,36,763,575,660,835,287,4.08,6.5821,0.3331,577,904
Mellons Bay,House,3,18,15,51,758,684,745,783,165,3.66,6.6118,0.1889,655,845
Mellons Bay,House,4,15,21,48,872,783,880,970,162,3.4,6.7537,0.1943,752,977
Mellons Bay,House,5+,12,9,39,1033,913,1000,1188,276,3.83,6.8995,0.3227,798,1233
Mellons Bay,House,NA,18,9,27,879,683,735,898,398,4.02,6.7074,0.3647,640,1047
Northpark North,House,2,12,3,21,692,628,660,675,98,4,6.5307,0.1312,628,749
Northpark North,House,3,33,24,96,752,720,750,780,53,3.97,6.62,0.0679,716,785
Northpark North,House,4,36,24,114,847,820,850,870,54,3.95,6.7402,0.0632,810,883
Northpark North,House,NA,21,9,36,770,690,790,820,107,4,6.637,0.1374,695,837
Northpark South,House,3,15,12,54,768,750,770,785,27,4,6.6428,0.0347,749,785
Northpark South,House,4,15,12,57,852,828,850,883,58,3.81,6.7452,0.0697,811,891
Northpark South,House,NA,12,0,18,794,763,780,800,70,4,6.6739,0.0821,749,837
Onetangi,House,1,6,9,6,583,543,550,641,71,3.08,6.361,0.1195,534,627
Onetangi,House,3,15,9,15,785,700,750,875,132,3.85,6.6529,0.1707,691,870
Onetangi,House,NA,18,3,18,699,561,675,808,183,3.7,6.5178,0.2582,569,806
Onetangi,Room,1,6,0,6,200,200,200,200,,1.5,5.2983,0,200,200
Onetangi,Room,NA,6,0,9,200,200,200,200,,1.5,5.2983,0,200,200
Otahuhu Central,Apartment,2,15,3,30,517,490,520,550,46,3.85,6.2443,0.0889,485,547
Otahuhu Central,Flat,1,6,6,15,403,381,405,426,61,3.49,5.9887,0.1562,359,443
Otahuhu Central,House,1,21,0,21,406,390,400,400,56,4,5.998,0.1222,371,437
Otahuhu Central,House,2,6,6,12,530,508,520,543,36,4,6.2712,0.0658,506,553
Otahuhu Central,House,3,6,9,36,672,653,660,675,36,3.84,6.5086,0.0521,648,695
Otahuhu Central,House,4,60,42,39,372,340,390,390,27,4.01,5.9152,0.0737,353,390
Otahuhu Central,House,NA,30,6,39,599,465,550,600,318,5.07,6.3207,0.3483,440,703
Otahuhu Central,Room,1,9,3,63,315,300,320,340,30,4.01,5.7499,0.0961,294,335
Otahuhu East,Flat,2,6,6,24,381,360,470,491,195,4,5.752,0.8359,179,553
Otahuhu East,House,1,12,3,15,570,450,600,668,160,3.89,6.306,0.3055,446,673
Otahuhu East,House,2,15,24,48,562,530,550,610,52,3.94,6.328,0.0934,526,596
Otahuhu East,House,3,6,12,57,625,633,690,710,149,3.74,6.4007,0.3211,485,748
Otahuhu East,House,NA,42,9,63,627,576,620,709,173,4,6.3908,0.3519,470,756
Otahuhu North,Apartment,1,21,6,57,311,112,400,460,165,3.52,5.5343,0.7251,155,413
Otahuhu North,Flat,1,27,18,123,420,395,415,455,43,3.86,6.0342,0.1018,390,447
Otahuhu North,Flat,2,30,18,126,415,410,450,495,150,3.69,5.9101,0.5881,248,548
Otahuhu North,House,1,15,0,24,470,390,480,568,136,4,6.1031,0.3541,352,568
Otahuhu North,House,3,30,21,99,672,649,690,721,68,3.97,6.5046,0.1077,621,719
Otahuhu North,House,4,9,6,42,743,670,720,790,104,4,6.6018,0.1385,671,809
Otahuhu North,House,NA,15,15,45,659,600,695,725,119,4,6.4732,0.1979,567,740
Otahuhu South,Apartment,1,18,3,36,360,315,353,395,57,3.68,5.876,0.1511,322,395
Otahuhu South,Apartment,2,6,6,18,486,470,520,550,95,3.84,6.1639,0.2365,405,557
Otahuhu South,Flat,1,21,21,75,400,383,400,430,40,3.86,5.9867,0.1078,370,428
Otahuhu South,Flat,2,24,21,90,519,480,500,550,58,3.9,6.2469,0.1064,481,555
Otahuhu South,House,1,9,3,30,505,355,500,623,164,4,6.1779,0.3224,388,599
Otahuhu South,House,2,18,21,60,522,476,533,555,70,3.62,6.2481,0.1359,472,567
Otahuhu South,House,3,30,30,99,692,650,700,750,100,3.78,6.5237,0.2012,595,780
Otahuhu South,House,4,6,0,39,741,709,743,775,90,3.51,6.6027,0.1228,678,801
Otahuhu South,House,5,6,0,6,360,360,360,360,,4,5.8861,0,360,360
Otahuhu South,House,NA,18,9,33,669,650,720,750,149,3.97,6.474,0.2801,537,783
Otahuhu South,Room,1,9,12,24,327,310,340,340,23,3.96,5.7867,0.0711,311,342
Otahuhu South West,Apartment,1,6,3,15,299,281,350,369,133,4,5.5797,0.6395,172,408
Otahuhu South West,Flat,1,15,12,66,378,375,400,400,38,3.89,5.9284,0.1096,349,404
Otahuhu South West,Flat,2,27,15,105,474,460,495,520,99,3.73,6.1197,0.3552,358,578
Otahuhu South West,House,1,12,6,30,476,400,455,573,152,4,6.0838,0.4981,314,614
Otahuhu South West,House,2,12,21,66,518,465,595,605,168,3.9,6.1798,0.4318,361,646
Otahuhu South West,House,3,30,21,120,673,620,680,720,94,3.75,6.5021,0.1493,603,737
Otahuhu South West,House,4,6,3,39,780,620,725,885,205,2.67,6.6344,0.255,641,904
Otahuhu South West,House,NA,12,9,18,614,600,623,706,144,3.75,6.3875,0.2835,491,720
Otara Central,Apartment,3,6,0,6,636,634,645,648,25,3.53,6.455,0.0394,619,653
Otara Central,House,1,12,0,12,428,353,450,458,225,4,5.8809,0.7103,222,578
Otara Central,House,3,15,15,66,638,610,650,670,46,4,6.4552,0.0758,604,669
Otara Central,House,5,9,0,12,215,105,130,134,268,4,5.0024,0.782,88,252
Otara Central,House,NA,15,3,18,660,675,700,715,143,3.83,6.457,0.3143,515,788
Otara West,House,2,9,6,18,610,583,630,645,50,3.84,6.4095,0.0853,574,644
Otara West,House,3,21,12,84,668,630,680,700,70,4.05,6.4994,0.1068,619,714
Otara West,House,NA,18,9,21,636,595,625,669,52,4,6.4526,0.0793,601,669
Pakuranga Heights East,Apartment,2,9,3,15,538,523,540,550,26,3.72,6.2866,0.0479,520,555
Pakuranga Heights East,Apartment,3,6,0,6,647,630,630,630,41,3,6.4703,0.0601,620,672
Pakuranga Heights East,House,1,6,3,12,676,575,663,750,168,4,6.4895,0.2492,556,779
Pakuranga Heights East,House,2,9,12,30,625,600,630,650,73,4.1,6.4323,0.1172,574,673
Pakuranga Heights East,House,3,51,45,180,668,610,650,699,94,3.9,6.4962,0.1282,608,722
Pakuranga Heights East,House,4,6,6,24,718,675,703,741,77,4,6.5712,0.1036,666,766
Pakuranga Heights East,House,NA,21,12,42,675,603,645,743,103,3.95,6.5041,0.1542,602,741
Pakuranga Heights North West,Apartment,2,6,0,3,531,496,530,565,46,4,6.2724,0.0865,500,562
Pakuranga Heights North West,Flat,2,6,6,12,603,568,613,635,43,4,6.4004,0.0712,574,632
Pakuranga Heights North West,House,1,6,0,12,669,555,640,689,200,4.1,6.4721,0.2719,538,777
Pakuranga Heights North West,House,2,15,15,54,598,560,580,635,77,4,6.3865,0.1253,546,646
Pakuranga Heights North West,House,3,51,39,162,671,635,670,705,72,3.99,6.5025,0.1225,614,724
Pakuranga Heights North West,House,4,21,21,54,763,698,780,820,80,3.54,6.6317,0.1077,706,816
Pakuranga Heights North West,House,NA,18,15,27,699,643,708,739,112,4,6.5383,0.1598,620,770
Pakuranga Heights South West,Flat,2,6,3,27,545,503,555,598,76,4,6.2932,0.1433,491,596
Pakuranga Heights South West,House,1,6,3,12,606,495,595,668,128,3.7,6.3879,0.2025,519,682
Pakuranga Heights South West,House,2,15,18,39,589,550,590,630,49,3.81,6.3748,0.0846,554,621
Pakuranga Heights South West,House,3,42,36,129,674,638,670,700,67,3.93,6.5088,0.0963,629,716
Pakuranga Heights South West,House,4,15,15,57,769,720,760,810,55,4.25,6.6427,0.0714,731,805
Pakuranga Heights South West,House,NA,24,12,33,713,650,665,770,103,4.13,6.5601,0.1362,644,774
Papatoetoe Central,Apartment,1,24,21,51,395,385,390,400,18,3.99,5.977,0.0417,383,406
Papatoetoe Central,Apartment,2,21,15,42,586,560,580,595,63,3.42,6.3691,0.0927,548,621
Papatoetoe Central,Flat,1,12,12,48,433,393,415,453,73,3.82,6.0585,0.1523,386,474
Papatoetoe Central,Flat,2,24,30,114,558,500,550,590,66,3.83,6.3172,0.1155,512,599
Papatoetoe Central,House,1,33,6,39,514,400,490,608,132,4.13,6.2124,0.2474,422,589
Papatoetoe Central,House,2,42,39,102,608,566,583,650,111,3.72,6.3981,0.1527,542,666
Papatoetoe Central,House,3,39,36,138,694,660,700,730,64,3.7,6.5389,0.0942,649,737
Papatoetoe Central,House,4,12,15,45,661,650,780,810,253,4.07,6.3656,0.6213,382,884
Papatoetoe Central,House,5+,9,3,18,1150,928,940,1440,403,3.83,6.9965,0.3428,867,1377
Papatoetoe Central,House,NA,75,33,111,611,460,640,720,165,3.98,6.3762,0.2879,484,714
Papatoetoe Central,Room,1,54,9,72,406,400,400,420,9,4,6.0055,0.0223,400,412
Papatoetoe North,Apartment,2,12,6,12,530,505,545,559,50,3.89,6.2678,0.097,494,563
Papatoetoe North,Flat,1,12,6,21,459,420,428,448,104,3.59,6.1105,0.1838,398,510
Papatoetoe North,Flat,2,36,24,96,540,501,550,570,70,3.98,6.2819,0.1519,483,593
Papatoetoe North,House,1,15,9,18,504,425,550,625,214,3.88,6.0772,0.6528,281,677
Papatoetoe North,House,2,15,30,60,613,585,625,650,43,3.9,6.416,0.0721,583,642
Papatoetoe North,House,3,51,39,144,693,650,700,750,152,3.92,6.5034,0.3236,537,830
Papatoetoe North,House,4,15,15,39,800,770,820,850,99,3.85,6.6773,0.1328,726,869
Papatoetoe North,House,NA,33,18,63,587,518,615,673,162,3.99,6.3154,0.3975,423,723
Papatoetoe West,Apartment,2,9,6,18,526,500,530,550,40,4,6.2623,0.0761,498,552
Papatoetoe West,Flat,1,9,3,33,489,430,500,530,65,4,6.1845,0.1305,444,530
Papatoetoe West,Flat,2,12,15,81,543,500,550,563,56,3.9,6.2921,0.1024,504,579
Papatoetoe West,House,1,12,6,21,640,523,645,728,136,3.92,6.4411,0.2126,543,724
Papatoetoe West,House,2,24,15,75,529,523,570,608,139,3.82,6.2193,0.3706,391,645
Papatoetoe West,House,3,39,33,165,662,645,680,720,121,3.87,6.4687,0.2675,538,772
Papatoetoe West,House,4,12,9,42,813,783,800,860,56,3.58,6.6983,0.0685,774,849
Papatoetoe West,House,5+,9,6,15,904,883,900,935,73,4,6.8035,0.0819,853,952
Papatoetoe West,House,NA,48,18,66,644,594,650,750,136,4.02,6.4305,0.3236,499,772
Shelly Park,Flat,1,6,3,9,411,359,420,448,76,3.1,6.0036,0.1886,357,460
Shelly Park,House,3,12,9,30,716,658,695,780,74,3.84,6.5693,0.1014,666,763
Shelly Park,House,4,9,9,36,910,785,820,1050,201,3.74,6.7914,0.2203,767,1033
Somerville,House,2,6,3,12,742,608,800,884,173,4,6.5836,0.2529,610,858
Somerville,House,3,21,15,81,761,730,770,780,219,3.95,6.4291,1.0938,296,1296
Somerville,House,4,24,21,96,893,850,860,890,97,3.86,6.7891,0.0988,831,949
Somerville,House,5+,6,12,27,891,825,950,1038,219,4,6.7607,0.2906,710,1050
Somerville,House,NA,18,12,30,855,779,850,873,96,4,6.7449,0.1071,790,913
Sutton Park,House,1,6,0,6,444,355,375,464,162,4,6.0527,0.3228,342,529
Sutton Park,House,2,6,6,18,531,534,558,598,129,3.84,6.2365,0.3243,411,636
Sutton Park,House,3,12,18,66,621,600,665,680,148,4.12,6.38,0.3967,451,771
Sutton Park,House,NA,9,3,12,621,500,560,633,219,4,6.3871,0.3052,484,730
Waiheke East,House,NA,9,0,12,779,750,840,900,206,3.7,6.6165,0.3329,597,935
Baverstock,House,1,6,3,6,630,548,640,723,148,3.82,6.4238,0.2453,522,727
Baverstock,House,3,9,9,18,784,750,750,780,76,4,6.6613,0.0883,736,830
Baverstock,House,4,24,24,108,1083,810,830,860,861,3.08,6.8519,0.4293,708,1263
Baverstock,House,5,6,0,9,881,879,890,893,25,4,6.781,0.0283,864,898
Baverstock,House,5+,15,18,45,952,900,950,980,78,3.98,6.8554,0.0806,899,1002
Baverstock,House,NA,12,6,24,870,820,903,948,156,4,6.7501,0.2102,741,984
Botany East,House,2,6,6,9,621,558,595,659,90,4,6.4242,0.1397,561,678
Botany East,House,3,18,9,63,760,750,760,800,61,3.91,6.6298,0.0908,712,805
Botany East,House,4,15,15,33,854,825,860,885,42,4,6.7488,0.0492,825,882
Botany East,House,NA,6,6,15,873,835,850,888,58,4,6.7705,0.0645,835,911
Botany Junction,Apartment,1,9,9,18,441,410,430,475,52,4.05,6.0836,0.1168,405,475
Botany Junction,House,NA,15,6,6,1436,465,500,590,2545,12.02,6.5138,1.0904,323,1407
Botany South,Apartment,1,12,12,21,499,493,500,500,19,4,6.2109,0.039,485,511
Botany South,House,2,12,9,33,638,600,608,650,69,4,6.4539,0.1014,593,680
Botany South,House,3,27,24,84,734,698,740,780,49,3.76,6.5966,0.0669,700,766
Botany South,House,4,21,21,87,923,810,830,855,522,3.54,6.7569,0.3237,691,1070
Botany South,House,NA,9,9,15,834,800,850,880,94,4,6.7207,0.1183,766,898
Burbank,House,1,6,3,9,633,498,693,750,168,4,6.4145,0.2927,501,744
Burbank,House,2,6,6,15,559,498,563,631,84,4,6.3169,0.1525,500,614
Burbank,House,3,54,36,180,697,650,695,730,97,3.94,6.539,0.1253,636,753
Burbank,House,5+,6,6,24,968,843,875,1000,224,4,6.8568,0.2124,823,1097
Burbank,House,NA,6,9,27,699,675,680,728,56,4,6.5465,0.0792,661,735
Chapel Downs,Apartment,2,6,6,24,564,550,560,574,17,3.68,6.335,0.0297,553,575
Chapel Downs,House,3,39,36,150,720,695,730,750,60,3.83,6.5754,0.0944,673,764
Chapel Downs,House,4,9,12,36,804,760,800,845,46,4,6.6877,0.0568,772,834
Chapel Downs,House,NA,9,3,18,673,598,675,750,104,4.06,6.5007,0.1575,599,740
Clarks Beach,House,1,6,0,6,554,413,538,719,178,4,6.2728,0.3306,424,662
Clarks Beach,House,3,12,12,30,619,590,600,650,60,3.91,6.4237,0.0931,579,656
Clarks Beach,House,4,12,12,21,747,698,755,775,97,4.22,6.6077,0.1329,677,810
Clarks Beach,House,NA,15,3,15,596,480,605,698,132,4.25,6.3665,0.2254,500,678
Clendon Park East,House,3,27,24,126,601,570,605,676,134,4,6.3472,0.4057,434,751
Clendon Park East,House,4,6,3,12,775,750,750,775,50,4,6.6514,0.0626,742,807
Clendon Park East,House,NA,9,3,12,618,598,615,640,63,4,6.4218,0.1028,574,659
Clendon Park North,House,1,6,0,3,574,450,525,649,164,4,6.3234,0.2727,464,670
Clendon Park North,House,3,57,39,195,671,640,670,700,69,3.96,6.5033,0.1014,623,715
Clendon Park North,House,4,6,3,18,755,723,760,793,48,3.68,6.6252,0.0639,722,787
Clendon Park North,House,NA,15,9,21,712,620,750,793,115,4,6.5551,0.1711,626,789
Clendon Park West,House,2,6,3,9,585,515,570,633,114,3.55,6.3564,0.1901,507,655
Clendon Park West,House,3,33,33,120,636,585,650,700,154,4.01,6.4089,0.3595,476,774
Clendon Park West,House,4,6,6,21,711,681,708,738,62,4,6.5642,0.0872,669,752
Clendon Park West,House,NA,6,3,21,740,675,680,800,94,3.96,6.6,0.1233,676,799
Clover Park North,House,2,6,0,9,619,591,623,650,37,3.47,6.4264,0.0593,594,643
Clover Park North,House,3,39,39,150,768,630,680,720,532,3.33,6.5229,0.4495,503,922
Clover Park North,House,NA,15,12,30,697,675,720,770,172,4,6.4724,0.517,457,917
Clover Park South,House,2,6,6,21,609,558,580,591,123,4,6.3974,0.1814,531,678
Clover Park South,House,3,36,39,144,676,650,670,700,54,3.82,6.513,0.0809,638,712
Clover Park South,House,4,6,0,24,712,723,740,750,81,4.05,6.5615,0.1254,650,770
Clover Park South,House,NA,9,6,15,671,640,650,680,96,4,6.4999,0.1326,608,727
Dannemora North,House,3,9,9,27,747,735,750,775,44,3.65,6.6148,0.0603,716,777
Dannemora North,House,4,18,9,87,808,799,850,863,157,3.72,6.6513,0.3751,601,997
Dannemora North,House,5+,9,6,24,999,970,1000,1000,49,3.29,6.9053,0.0479,966,1030
Dannemora North,House,NA,6,9,21,879,788,885,955,97,4,6.7731,0.111,811,942
Dannemora South,House,1,9,3,9,521,350,450,638,228,3.92,6.1823,0.3988,370,634
Dannemora South,House,4,27,15,99,847,805,850,873,74,4.04,6.7387,0.0841,798,894
Dannemora South,House,5+,6,9,36,991,818,988,1031,246,3.15,6.8743,0.2332,826,1132
Dannemora South,House,NA,9,6,15,879,835,870,960,102,4,6.7722,0.1208,805,947
Donegal Park,Flat,2,12,3,39,740,558,598,600,477,3,6.5007,0.4167,503,882
Donegal Park,House,1,6,3,6,716,523,713,908,210,3.91,6.5335,0.3044,560,845
Donegal Park,House,2,27,18,69,582,540,580,610,84,3.68,6.3561,0.1416,524,634
Donegal Park,House,3,21,12,75,730,710,730,750,36,3.92,6.5922,0.0494,705,754
Donegal Park,House,4,12,9,57,800,796,800,824,47,3.93,6.6824,0.0622,765,832
Donegal Park,House,5+,12,3,27,1135,993,1235,1300,282,3.95,6.9999,0.294,899,1337
Donegal Park,House,NA,30,15,39,923,680,820,1200,297,4,6.7773,0.3245,705,1092
East Tamaki Heights,House,3,12,12,51,754,750,760,780,59,3.8,6.6223,0.0852,710,796
East Tamaki Heights,House,4,12,9,54,1603,840,875,910,2454,1.9,6.9728,0.7092,661,1722
East Tamaki Heights,House,5+,6,3,24,1153,700,1065,1183,714,2.49,6.9099,0.5695,683,1471
East Tamaki Heights,House,NA,12,12,21,770,563,780,888,273,4,6.5912,0.3513,575,923
Ferguson,House,2,9,9,18,625,538,618,645,126,3.46,6.422,0.1908,541,700
Ferguson,House,3,21,18,93,628,598,640,700,126,3.95,6.4135,0.2821,504,738
Ferguson,House,4,6,3,21,751,711,720,760,87,4,6.617,0.1112,694,806
Ferguson,House,NA,21,6,30,564,390,650,650,137,3.84,6.303,0.265,457,653
Goodwood Heights,House,3,39,30,117,700,650,700,750,120,3.76,6.5332,0.2113,596,793
Goodwood Heights,House,4,15,12,81,775,738,755,796,124,3.9,6.6412,0.1546,690,850
Goodwood Heights,House,5,6,0,9,841,820,870,891,77,4,6.7316,0.0952,786,894
